"","date","time","from","to","vehicle","OD","Type","occupancy_numeric"
"1661","2016-10-14","07:54:00 AM","008811536","008811510","S83978","008811536/008811510","S",2
"1662","2016-10-14","08:00:15 AM","008894748","008821196","P7291","008894748/008821196","P",0
"1663","2016-10-14","08:04:25 AM","008833001","008814001","IC429","008833001/008814001","IC",2
"1664","2016-10-14","08:21:51 AM","008813003","008814001","P7305","008813003/008814001","P",2
"1665","2016-10-14","08:38:46 AM","008811254","008812005","S23779","008811254/008812005","S",1
"1666","2016-10-14","08:54:22 AM","008833001","008813003","IC430","008833001/008813003","IC",1
"1667","2016-10-14","09:10:48 AM","008821659","008821006","L2979","008821659/008821006","L",2
"1668","2016-10-14","09:13:42 AM","008811221","008811213","S23680","008811221/008811213","S",2
"1669","2016-10-14","09:16:20 AM","008892007","008812005","IC408","008892007/008812005","IC",1
"1670","2016-10-14","10:52:03 AM","008892007","008821196","IC1809","008892007/008821196","IC",0
"1671","2016-10-14","10:52:28 AM","008892007","008821196","IC1810","008892007/008821196","IC",0
"1672","2016-10-14","11:19:14 AM","008833001","008814001","IC1533","008833001/008814001","IC",1
"1673","2016-10-14","11:41:30 AM","008885001","008896008","IC3233","008885001/008896008","IC",2
"1674","2016-10-14","11:41:33 AM","008896008","008896412","IC712","008896008/008896412","IC",2
"1675","2016-10-14","01:41:48 PM","008811916","008883311","S53384","008811916/008883311","S",0
"1676","2016-10-14","01:51:58 PM","008896008","008896925","IC835","008896008/008896925","IC",2
"1677","2016-10-14","02:02:00 PM","008814308","008883311","IC3235","008814308/008883311","IC",2
"1678","2016-10-14","02:11:32 PM","008892007","008892254","IC3636","008892007/008892254","IC",2
"1679","2016-10-14","02:12:23 PM","008883311","008883436","IC3235","008883311/008883436","IC",2
"1680","2016-10-14","02:16:40 PM","008886546","008886504","L4864","008886546/008886504","L",0
"1681","2016-10-14","02:20:29 PM","008883436","008886009","IC3235","008883436/008886009","IC",2
"1682","2016-10-14","03:06:05 PM","008812005","008813003","IC2236","008812005/008813003","IC",0
"1683","2016-10-14","03:06:11 PM","008813003","008814001","IC2236","008813003/008814001","IC",1
"1684","2016-10-14","03:06:16 PM","008814001","008895836","IC2236","008814001/008895836","IC",1
"1685","2016-10-14","04:04:01 PM","008811106","008811916","S53586","008811106/008811916","S",0
"1686","2016-10-14","04:06:09 PM","008863008","008881000","IC938","008863008/008881000","IC",2
"1687","2016-10-14","04:06:17 PM","008863008","008881000","IC938","008863008/008881000","IC",2
"1688","2016-10-14","04:06:32 PM","008863008","008881000","IC938","008863008/008881000","IC",2
"1689","2016-10-14","04:13:48 PM","008812005","008831005","P8305","008812005/008831005","P",1
"1690","2016-10-14","04:17:58 PM","008811510","008811601","S86565","008811510/008811601","S",2
"1691","2016-10-14","04:18:06 PM","008811601","008811676","S85666","008811601/008811676","S",2
"1692","2016-10-14","04:19:20 PM","008813003","008833209","P8305","008813003/008833209","P",1
"1693","2016-10-14","04:27:07 PM","008812005","008892007","P8001","008812005/008892007","P",1
"1694","2016-10-14","04:28:55 PM","008811510","008811528","S86565","008811510/008811528","S",2
"1695","2016-10-14","04:29:00 PM","008811528","008811536","S86565","008811528/008811536","S",2
"1696","2016-10-14","04:29:04 PM","008811536","008811544","S86565","008811536/008811544","S",0
"1697","2016-10-14","04:29:09 PM","008811544","008811601","S86565","008811544/008811601","S",0
"1698","2016-10-14","04:48:18 PM","008813003","008896149","IC437","008813003/008896149","IC",1
"1699","2016-10-14","04:54:09 PM","008895836","008895802","IC3639","008895836/008895802","IC",2
"1700","2016-10-14","04:55:13 PM","008895836","008895802","S42166","008895836/008895802","S",1
"1701","2016-10-14","05:11:54 PM","008811247","008833001","S23665","008811247/008833001","S",2
"1702","2016-10-14","05:13:04 PM","008833001","008831039","IC1515","008833001/008831039","IC",2
"1703","2016-10-14","05:28:09 PM","008812005","008833001","IC1515","008812005/008833001","IC",2
"1704","2016-10-14","05:28:13 PM","008813003","008812005","IC1515","008813003/008812005","IC",2
"1705","2016-10-14","05:28:17 PM","008813003","008833001","IC1515","008813003/008833001","IC",2
"1706","2016-10-14","05:37:19 PM","008892007","008896008","IC716","008892007/008896008","IC",2
"1707","2016-10-14","05:38:11 PM","008821006","008821121","IC2617","008821006/008821121","IC",1
"1708","2016-10-14","05:42:47 PM","008892007","008822111","L862","008892007/008822111","L",0
"1709","2016-10-14","05:48:39 PM","008813003","008892007","IC1539","008813003/008892007","IC",2
"1710","2016-10-14","06:04:04 PM","008892007","008896008","IC716","008892007/008896008","IC",2
"1711","2016-10-14","06:08:36 PM","008896008","008821121","IC737","008896008/008821121","IC",2
"1712","2016-10-14","06:08:50 PM","008896008","008821121","IC737","008896008/008821121","IC",2
"1713","2016-10-14","06:09:19 PM","008812005","008833605","P8304","008812005/008833605","P",0
"1714","2016-10-14","06:32:28 PM","008814241","008814258","S11768","008814241/008814258","S",2
"1715","2016-10-14","06:37:48 PM","008892007","008893120","IC739","008892007/008893120","IC",2
"1716","2016-10-14","06:38:48 PM","008814258","008814266","S11768","008814258/008814266","S",2
"1717","2016-10-14","07:02:30 PM","008811601","008863008","IC2118","008811601/008863008","IC",2
"1718","2016-10-14","07:13:25 PM","008892007","008892452","IC3640","008892007/008892452","IC",1
"1719","2016-10-14","07:44:43 PM","008892007","008892205","IC3640","008892007/008892205","IC",1
"1720","2016-10-14","08:02:54 PM","008822004","008892007","IC4140","008822004/008892007","IC",0
"1721","2016-10-14","09:38:55 PM","008894508","008894201","IC1829","008894508/008894201","IC",2
"1722","2016-10-14","09:42:51 PM","008821006","008833001","L2866","008821006/008833001","L",0
"1723","2016-10-15","07:48:00 AM","008895836","008814001","IC2207","008895836/008814001","IC",0
"1724","2016-10-15","08:29:44 AM","008861119","008863008","L4559","008861119/008863008","L",0
"1725","2016-10-15","09:05:11 AM","008813003","008864501","IC2108","008813003/008864501","IC",2
"1726","2016-10-15","01:20:13 PM","008819406","008812005","IC3637","008819406/008812005","IC",2
"1727","2016-10-15","01:20:47 PM","008833050","008833001","IC3637","008833050/008833001","IC",1
"1728","2016-10-15","03:32:10 PM","008895620","008895505","S61586","008895620/008895505","S",0
"1729","2016-10-15","04:10:38 PM","008814001","008895000","IC2240","008814001/008895000","IC",2
"1730","2016-10-15","05:23:31 PM","008813003","008892007","IC1538","008813003/008892007","IC",0
"1731","2016-10-15","05:47:20 PM","008892007","008891009","IC538","008892007/008891009","IC",2
"1732","2016-10-15","06:07:07 PM","008821121","008893120","IC1839","008821121/008893120","IC",1
"1733","2016-10-15","08:11:53 PM","008844628","008891702","IC533","008844628/008891702","IC",0
"1734","2016-10-15","08:13:06 PM","008894508","008821196","IC1819","008894508/008821196","IC",2
"1735","2016-10-15","08:13:23 PM","008821196","008821121","IC1819","008821196/008821121","IC",0
"1736","2016-10-15","08:13:57 PM","008894508","008821196","IC1819","008894508/008821196","IC",0
"1737","2016-10-15","08:14:02 PM","008821196","008821121","IC1819","008821196/008821121","IC",0
"1738","2016-10-15","10:54:34 PM","008831401","008833001","L2489","008831401/008833001","L",0
"1739","2016-10-16","09:49:40 AM","008872009","008841004","IC3812","008872009/008841004","IC",2
"1740","2016-10-16","09:49:45 AM","008872009","008841004","IC3812","008872009/008841004","IC",0
"1741","2016-10-16","10:42:04 AM","008841525","008872009","IC3834","008841525/008872009","IC",0
"1742","2016-10-16","10:42:14 AM","008841525","008872009","IC3834","008841525/008872009","IC",0
"1743","2016-10-16","10:51:15 AM","008819406","008833001","IC2614","008819406/008833001","IC",0
"1744","2016-10-16","10:51:25 AM","008819406","008833001","IC2614","008819406/008833001","IC",0
"1745","2016-10-16","12:32:25 PM","008832458","008821717","IC4342","008832458/008821717","IC",0
"1746","2016-10-16","03:44:00 PM","008831401","008821006","IC2940","008831401/008821006","IC",2
"1747","2016-10-16","04:06:48 PM","008896800","008896008","IC2314","008896800/008896008","IC",1
"1748","2016-10-16","04:21:34 PM","008892007","008814001","IC515","008892007/008814001","IC",2
"1749","2016-10-16","04:21:42 PM","008892007","008814001","IC515","008892007/008814001","IC",2
"1750","2016-10-16","05:22:27 PM","008892007","008814001","IC516","008892007/008814001","IC",2
"1751","2016-10-16","06:15:55 PM","008813003","008841004","IC516","008813003/008841004","IC",2
"1752","2016-10-16","06:20:21 PM","008814001","008891702","IC540","008814001/008891702","IC",1
"1753","2016-10-16","08:16:00 PM","008895802","008895000","IC2242","008895802/008895000","IC",1
"1754","2016-10-16","08:50:14 PM","008883006","008814001","IC3720","008883006/008814001","IC",2
"1755","2016-10-16","09:11:17 PM","008812005","008819406","IC9231","008812005/008819406","IC",2
"1756","2016-10-16","09:15:49 PM","008833001","008833308","IC1507","008833001/008833308","IC",0
"1757","2016-10-16","10:15:38 PM","008822004","008814001","IC3343","008822004/008814001","IC",1
"1758","2016-10-16","10:40:10 PM","008872009","008814209","IC2007","008872009/008814209","IC",1
"1759","2016-10-16","11:11:47 PM","008892106","008892007","P7997","008892106/008892007","P",2
"1760","2016-10-17","03:29:26 AM","008821006","008812005","IC3342","008821006/008812005","IC",2
"1761","2016-10-17","05:52:13 AM","008841608","008841525","L5555","008841608/008841525","L",0
"1762","2016-10-17","05:52:31 AM","008841608","008841525","L5555","008841608/008841525","L",0
"1763","2016-10-17","06:43:17 AM","008841202","008812005","P7444","008841202/008812005","P",2
"1764","2016-10-17","06:49:29 AM","008891702","008891009","IC408","008891702/008891009","IC",0
"1765","2016-10-17","07:07:39 AM","008831005","008812005","IC2229","008831005/008812005","IC",1
"1766","2016-10-17","07:13:09 AM","008833001","008814001","IC3630","008833001/008814001","IC",1
"1767","2016-10-17","07:34:39 AM","008896396","008896008","IC729","008896396/008896008","IC",1
"1768","2016-10-17","07:40:19 AM","008896149","008813003","IC407","008896149/008813003","IC",1
"1769","2016-10-17","07:44:17 AM","008841202","008812005","P7444","008841202/008812005","P",1
"1770","2016-10-17","07:50:42 AM","008885704","008885753","IC3207","008885704/008885753","IC",2
"1771","2016-10-17","07:50:51 AM","008885704","008885753","IC3207","008885704/008885753","IC",2
"1772","2016-10-17","07:50:58 AM","008885753","008885068","IC3207","008885753/008885068","IC",2
"1773","2016-10-17","07:51:02 AM","008885753","008885068","IC3207","008885753/008885068","IC",2
"1774","2016-10-17","07:55:51 AM","008811445","008811676","S83957","008811445/008811676","S",1
"1775","2016-10-17","08:06:41 AM","008812153","008813003","S32278","008812153/008813003","S",1
"1776","2016-10-17","08:09:28 AM","008893120","008892007","IC1828","008893120/008892007","IC",2
"1777","2016-10-17","08:10:32 AM","008885001","008886348","IC3207","008885001/008886348","IC",2
"1778","2016-10-17","08:10:36 AM","008885001","008886348","IC3207","008885001/008886348","IC",2
"1779","2016-10-17","08:10:40 AM","008886348","008886009","IC3207","008886348/008886009","IC",2
"1780","2016-10-17","08:20:45 AM","008891009","008892007","IC1808","008891009/008892007","IC",0
"1781","2016-10-17","08:36:18 AM","008833001","008812005","P7401","008833001/008812005","P",2
"1782","2016-10-17","08:55:39 AM","008892007","008813003","IC408","008892007/008813003","IC",2
"1783","2016-10-17","08:56:01 AM","008812005","008813003","P7401","008812005/008813003","P",2
"1784","2016-10-17","08:56:07 AM","008813003","008814001","P7401","008813003/008814001","P",1
"1785","2016-10-17","09:23:07 AM","008832375","008812005","IC1532","008832375/008812005","IC",0
"1786","2016-10-17","09:25:58 AM","008814001","008821006","THA9315","008814001/008821006","THA",1
"1787","2016-10-17","10:08:40 AM","008814001","008881166","IC3730","008814001/008881166","IC",0
"1788","2016-10-17","10:58:02 AM","008400530","008814001","THA9340","008400530/008814001","THA",0
"1789","2016-10-17","10:58:07 AM","008814001","008812005","IC3610","008814001/008812005","IC",1
"1790","2016-10-17","11:45:10 AM","008891009","008892007","IC511","008891009/008892007","IC",1
"1791","2016-10-17","01:45:10 PM","008892007","008895000","IC3608","008892007/008895000","IC",1
"1792","2016-10-17","02:57:24 PM","008896008","008812005","P7901","008896008/008812005","P",2
"1793","2016-10-17","03:16:16 PM","008843208","008843307","IC3837","008843208/008843307","IC",2
"1794","2016-10-17","04:33:38 PM","008812005","008821006","IC4515","008812005/008821006","IC",2
"1795","2016-10-17","04:38:35 PM","008812047","008813003","S102066","008812047/008813003","S",0
"1796","2016-10-17","04:44:48 PM","008812211","008812005","S102087","008812211/008812005","S",0
"1797","2016-10-17","04:46:52 PM","008811916","008811221","S93265","008811916/008811221","S",1
"1798","2016-10-17","05:09:23 PM","008811510","008811536","S83966","008811510/008811536","S",0
"1799","2016-10-17","05:09:27 PM","008811536","008811601","S83966","008811536/008811601","S",2
"1800","2016-10-17","05:09:32 PM","008811601","008811676","S83966","008811601/008811676","S",0
"1801","2016-10-17","06:24:14 PM","008892007","008891009","IC1539","008892007/008891009","IC",0
"1802","2016-10-17","06:24:25 PM","008892007","008891009","IC1539","008892007/008891009","IC",1
"1803","2016-10-17","06:41:37 PM","008812005","008831005","IC2216","008812005/008831005","IC",2
"1804","2016-10-17","06:42:35 PM","008813003","008892007","IC2839","008813003/008892007","IC",1
"1805","2016-10-17","07:02:47 PM","008892007","008893013","L1869","008892007/008893013","L",0
"1806","2016-10-17","07:09:11 PM","008819406","008821121","IC9263","008819406/008821121","IC",0
"1807","2016-10-17","07:29:42 PM","008819406","008821121","IC9263","008819406/008821121","IC",0
"1808","2016-10-17","11:35:46 PM","008821121","008894508","IC1832","008821121/008894508","IC",2
"1809","2016-10-17","11:36:57 PM","008821907","008821121","IC4209","008821907/008821121","IC",0
"1810","2016-10-18","06:30:21 AM","008895000","008812005","IC3604","008895000/008812005","IC",1
"1811","2016-10-18","06:36:44 AM","008895737","008895802","S67974","008895737/008895802","S",1
"1812","2016-10-18","06:36:47 AM","008895802","008895000","IC2228","008895802/008895000","IC",0
"1813","2016-10-18","06:56:35 AM","008883311","008813003","S61556","008883311/008813003","S",2
"1814","2016-10-18","06:56:56 AM","008883311","008813003","P7513","008883311/008813003","P",1
"1815","2016-10-18","06:57:42 AM","008833605","008812005","P7302","008833605/008812005","P",0
"1816","2016-10-18","07:01:50 AM","008833001","008814001","IC428","008833001/008814001","IC",1
"1817","2016-10-18","07:01:56 AM","008833001","008814001","IC428","008833001/008814001","IC",1
"1818","2016-10-18","07:37:23 AM","008896149","008813003","IC407","008896149/008813003","IC",1
"1819","2016-10-18","08:06:39 AM","008821121","008821006","IC4207","008821121/008821006","IC",1
"1820","2016-10-18","08:25:25 AM","008872009","008882206","IC929","008872009/008882206","IC",0
"1821","2016-10-18","08:26:02 AM","008813003","008821006","IC4507","008813003/008821006","IC",0
"1822","2016-10-18","08:38:11 AM","008893120","008892007","L779","008893120/008892007","L",1
"1823","2016-10-18","08:39:51 AM","008893013","008893401","L557","008893013/008893401","L",0
"1824","2016-10-18","10:57:37 AM","008892254","008892007","IC3610","008892254/008892007","IC",0
"1825","2016-10-18","01:04:35 PM","008896008","008896149","IC734","008896008/008896149","IC",0
"1826","2016-10-18","03:09:01 PM","008812005","008895000","IC2236","008812005/008895000","IC",1
"1827","2016-10-18","03:36:10 PM","008813003","008896370","P8008","008813003/008896370","P",1
"1828","2016-10-18","03:44:55 PM","008892254","008892007","IC3614","008892254/008892007","IC",0
"1829","2016-10-18","03:47:34 PM","008893179","008892007","L786","008893179/008892007","L",0
"1830","2016-10-18","03:47:40 PM","008893179","008892007","L786","008893179/008892007","L",0
"1831","2016-10-18","03:55:35 PM","008895646","008895638","S61587","008895646/008895638","S",0
"1832","2016-10-18","03:55:44 PM","008895646","008895638","S61587","008895646/008895638","S",1
"1833","2016-10-18","04:01:27 PM","008814258","008814142","S93265","008814258/008814142","S",0
"1834","2016-10-18","04:11:08 PM","008892007","008814001","IC415","008892007/008814001","IC",0
"1835","2016-10-18","04:14:30 PM","008812005","008833209","P8305","008812005/008833209","P",0
"1836","2016-10-18","04:21:27 PM","008892007","008892650","P8961","008892007/008892650","P",1
"1837","2016-10-18","04:21:31 PM","008883436","008819406","IC1914","008883436/008819406","IC",0
"1838","2016-10-18","04:23:30 PM","008895000","008895067","IC3639","008895000/008895067","IC",0
"1839","2016-10-18","04:23:37 PM","008895091","008895000","IC3639","008895091/008895000","IC",1
"1840","2016-10-18","04:23:41 PM","008895802","008895091","IC3639","008895802/008895091","IC",2
"1841","2016-10-18","04:31:07 PM","008811411","008811304","S42166","008811411/008811304","S",2
"1842","2016-10-18","04:32:29 PM","008892007","008821006","IC737","008892007/008821006","IC",1
"1843","2016-10-18","04:43:33 PM","008871308","008871365","L4288","008871308/008871365","L",0
"1844","2016-10-18","04:43:51 PM","008814001","008881000","P8801","008814001/008881000","P",2
"1845","2016-10-18","04:56:03 PM","008811288","008814456","S93288","008811288/008814456","S",0
"1846","2016-10-18","04:56:09 PM","008811288","008814456","S93288","008811288/008814456","S",1
"1847","2016-10-18","05:01:15 PM","008812005","008833209","IC2215","008812005/008833209","IC",2
"1848","2016-10-18","05:19:53 PM","008892007","008891702","P8001","008892007/008891702","P",1
"1849","2016-10-18","05:20:59 PM","008813003","008814167","S11988","008813003/008814167","S",2
"1850","2016-10-18","05:40:52 PM","008812252","008812005","S102088","008812252/008812005","S",0
"1851","2016-10-18","06:38:35 PM","008813003","008812005","IC417","008813003/008812005","IC",1
"1852","2016-10-18","06:38:40 PM","008812005","008833001","IC417","008812005/008833001","IC",2
"1853","2016-10-18","07:37:42 PM","008891009","008891702","IC1839","008891009/008891702","IC",1
"1854","2016-10-18","08:14:07 PM","008814001","008727100","THA9388","008814001/008727100","THA",2
"1855","2016-10-19","06:17:20 AM","008833605","008833308","IC1728","008833605/008833308","IC",1
"1856","2016-10-19","06:17:38 AM","008833605","008833308","P7301","008833605/008833308","P",0
"1857","2016-10-19","07:20:35 AM","008811189","008821006","IC3106","008811189/008821006","IC",1
"1858","2016-10-19","07:21:56 AM","008844503","008844008","IC429","008844503/008844008","IC",0
"1859","2016-10-19","07:22:00 AM","008844008","008844206","IC429","008844008/008844206","IC",1
"1860","2016-10-19","07:22:04 AM","008844206","008842002","IC429","008844206/008842002","IC",1
"1861","2016-10-19","07:22:08 AM","008842002","008841004","IC429","008842002/008841004","IC",1
"1862","2016-10-19","07:22:12 AM","008841004","008833001","IC429","008841004/008833001","IC",2
"1863","2016-10-19","07:46:37 AM","008821238","008822343","IC3328","008821238/008822343","IC",1
"1864","2016-10-19","08:03:15 AM","008833001","008814001","IC1729","008833001/008814001","IC",0
"1865","2016-10-19","08:06:56 AM","008896925","008896008","IC807","008896925/008896008","IC",2
"1866","2016-10-19","08:08:14 AM","008896925","008896008","IC408","008896925/008896008","IC",2
"1867","2016-10-19","08:36:18 AM","008892007","008814001","IC408","008892007/008814001","IC",2
"1868","2016-10-19","09:17:01 AM","008891009","008891140","IC2809","008891009/008891140","IC",2
"1869","2016-10-19","09:23:13 AM","008819406","008821121","IC9223","008819406/008821121","IC",0
"1870","2016-10-19","09:33:14 AM","008822004","008821121","IC9223","008822004/008821121","IC",0
"1871","2016-10-19","09:52:11 AM","008821121","008821600","IC4230","008821121/008821600","IC",1
"1872","2016-10-19","10:08:05 AM","008821717","008821964","IC4230","008821717/008821964","IC",0
"1873","2016-10-19","11:08:36 AM","008895067","008895000","IC2210","008895067/008895000","IC",0
"1874","2016-10-19","11:42:27 AM","008892304","008892205","IC3611","008892304/008892205","IC",0
"1875","2016-10-19","11:42:31 AM","008892205","008891009","IC2333","008892205/008891009","IC",0
"1876","2016-10-19","11:59:53 AM","008893559","008892007","IC4134","008893559/008892007","IC",0
"1877","2016-10-19","12:00:02 PM","008892007","008893708","L763","008892007/008893708","L",0
"1878","2016-10-19","12:44:17 PM","008821121","008892007","IC712","008821121/008892007","IC",0
"1879","2016-10-19","12:53:08 PM","008812005","008886348","IC3244","008812005/008886348","IC",0
"1880","2016-10-19","02:20:56 PM","008821121","008821006","IC2012","008821121/008821006","IC",0
"1881","2016-10-19","02:21:00 PM","008822004","008821121","IC2012","008822004/008821121","IC",0
"1882","2016-10-19","02:21:04 PM","008812005","008822004","IC2012","008812005/008822004","IC",0
"1883","2016-10-19","03:07:45 PM","008833001","008819406","IC2637","008833001/008819406","IC",0
"1884","2016-10-19","03:16:26 PM","008814001","008881166","IC3735","008814001/008881166","IC",2
"1885","2016-10-19","03:16:31 PM","008814209","008814001","IC2013","008814209/008814001","IC",0
"1886","2016-10-19","04:07:24 PM","008811106","008811916","S53586","008811106/008811916","S",0
"1887","2016-10-19","04:18:54 PM","008861549","008861200","L6266","008861549/008861200","L",0
"1888","2016-10-19","04:41:35 PM","008833209","008833001","L2859","008833209/008833001","L",2
"1889","2016-10-19","05:10:08 PM","008811916","008814001","IC2137","008811916/008814001","IC",1
"1890","2016-10-19","05:17:39 PM","008814001","008813003","IC1515","008814001/008813003","IC",0
"1891","2016-10-19","05:20:47 PM","008811916","008814001","IC2137","008811916/008814001","IC",1
"1892","2016-10-19","05:31:05 PM","008813003","008892080","P8007","008813003/008892080","P",1
"1893","2016-10-19","05:35:39 PM","008812005","008821311","S11966","008812005/008821311","S",1
"1894","2016-10-19","05:51:35 PM","008812005","008821311","S11966","008812005/008821311","S",1
"1895","2016-10-19","06:35:05 PM","008892007","008891009","IC539","008892007/008891009","IC",0
"1896","2016-10-19","06:55:48 PM","008892007","008891140","IC2831","008892007/008891140","IC",1
"1897","2016-10-19","06:56:27 PM","008892007","008891009","IC2831","008892007/008891009","IC",2
"1898","2016-10-19","06:57:15 PM","008821006","008813003","IC3139","008821006/008813003","IC",0
"1899","2016-10-19","07:21:16 PM","008822004","008821121","IC2017","008822004/008821121","IC",1
"1900","2016-10-19","08:45:37 PM","008881166","008886009","L4891","008881166/008886009","L",0
"1901","2016-10-19","09:36:55 PM","008885001","008884855","L4880","008885001/008884855","L",1
"1902","2016-10-20","06:32:07 AM","008841202","008812005","P7444","008841202/008812005","P",2
"1903","2016-10-20","06:43:54 AM","008841202","008812005","P7444","008841202/008812005","P",2
"1904","2016-10-20","07:23:24 AM","008896008","008892007","IC407","008896008/008892007","IC",0
"1905","2016-10-20","07:38:20 AM","008821006","008814001","IC4530","008821006/008814001","IC",0
"1906","2016-10-20","07:38:32 AM","008821006","008814001","IC4530","008821006/008814001","IC",0
"1907","2016-10-20","07:38:37 AM","008821006","008814001","IC4530","008821006/008814001","IC",0
"1908","2016-10-20","07:38:47 AM","008821006","008814001","THA9994","008821006/008814001","THA",1
"1909","2016-10-20","07:38:55 AM","008821006","008814001","IC3329","008821006/008814001","IC",1
"1910","2016-10-20","07:39:06 AM","008833209","008812005","P7305","008833209/008812005","P",2
"1911","2016-10-20","07:39:57 AM","008821121","008822004","IC2029","008821121/008822004","IC",2
"1912","2016-10-20","08:11:53 AM","008814001","008813003","IC1506","008814001/008813003","IC",2
"1913","2016-10-20","08:52:21 AM","008831807","008891009","IC1534","008831807/008891009","IC",1
"1914","2016-10-20","09:26:39 AM","008831807","008831005","IC1506","008831807/008831005","IC",0
"1915","2016-10-20","10:08:36 AM","008821006","008814001","IC3131","008821006/008814001","IC",1
"1916","2016-10-20","12:02:14 PM","008831005","008831401","IC2234","008831005/008831401","IC",0
"1917","2016-10-20","02:22:06 PM","008833001","008833001","L2855","008833001/008833001","L",2
"1918","2016-10-20","04:19:40 PM","008812005","008841004","IC515","008812005/008841004","IC",0
"1919","2016-10-20","04:19:47 PM","008812005","008841004","IC515","008812005/008841004","IC",2
"1920","2016-10-20","05:09:07 PM","008821717","008832458","L2966","008821717/008832458","L",0
"1921","2016-10-20","05:09:11 PM","008832458","008832433","L2966","008832458/008832433","L",0
"1922","2016-10-20","05:09:19 PM","008832433","008832409","L2966","008832433/008832409","L",1
"1923","2016-10-20","05:21:43 PM","008813003","008833605","P8401","008813003/008833605","P",1
"1924","2016-10-20","07:53:26 PM","008813003","008812005","IC1718","008813003/008812005","IC",1
"1925","2016-10-20","07:53:30 PM","008812005","008833001","IC1718","008812005/008833001","IC",1
"1926","2016-10-20","07:53:34 PM","008833001","008833308","IC1718","008833001/008833308","IC",0
"1927","2016-10-20","09:15:39 PM","008822004","008812005","IC4542","008822004/008812005","IC",0
"1928","2016-10-20","09:31:59 PM","008892080","008896008","IC441","008892080/008896008","IC",0
"1929","2016-10-20","10:03:10 PM","008812005","008819406","IC3605","008812005/008819406","IC",0
"1930","2016-10-20","10:03:26 PM","008814001","008813003","IC3605","008814001/008813003","IC",0
"1931","2016-10-21","05:08:57 AM","008893708","008892007","L776","008893708/008892007","L",0
"1932","2016-10-21","05:09:03 AM","008892007","008893559","IC4106","008892007/008893559","IC",0
"1933","2016-10-21","06:29:40 AM","008841202","008812005","P7444","008841202/008812005","P",2
"1934","2016-10-21","06:33:10 AM","008893013","008892007","L577","008893013/008892007","L",0
"1935","2016-10-21","07:21:47 AM","008833001","008812005","IC1529","008833001/008812005","IC",1
"1936","2016-10-21","07:38:49 AM","008814308","008813003","IC3206","008814308/008813003","IC",2
"1937","2016-10-21","07:39:02 AM","008814308","008813003","S61556","008814308/008813003","S",2
"1938","2016-10-21","07:39:03 AM","008814308","008813003","S23657","008814308/008813003","S",1
"1939","2016-10-21","07:47:35 AM","008894425","008812005","IC3229","008894425/008812005","IC",1
"1940","2016-10-21","07:55:35 AM","008833001","008812005","IC529","008833001/008812005","IC",2
"1941","2016-10-21","10:24:05 AM","008833001","008831765","IC1508","008833001/008831765","IC",0
"1942","2016-10-21","11:25:07 AM","008833233","008833001","IC2911","008833233/008833001","IC",2
"1943","2016-10-21","12:27:49 PM","008892007","008822004","IC4117","008892007/008822004","IC",2
"1944","2016-10-21","12:55:44 PM","008812047","008893401","IC3210","008812047/008893401","IC",0
"1945","2016-10-21","01:01:41 PM","008400530","008400280","IC9231","008400530/008400280","IC",1
"1946","2016-10-21","01:34:45 PM","008814001","008895802","IC2234","008814001/008895802","IC",1
"1947","2016-10-21","02:12:11 PM","008831005","008831765","IC1512","008831005/008831765","IC",0
"1948","2016-10-21","02:12:16 PM","008831310","008831005","IC5385","008831310/008831005","IC",0
"1949","2016-10-21","02:27:58 PM","008892007","008893120","IC735","008892007/008893120","IC",2
"1950","2016-10-21","03:01:59 PM","008894508","008821121","IC735","008894508/008821121","IC",2
"1951","2016-10-21","03:23:49 PM","008814308","008883311","IC1936","008814308/008883311","IC",0
"1952","2016-10-21","04:19:19 PM","008841202","008841004","L5165","008841202/008841004","L",0
"1953","2016-10-21","04:21:07 PM","008892007","008892106","P8998","008892007/008892106","P",0
"1954","2016-10-21","04:24:57 PM","008892007","008892106","P8998","008892007/008892106","P",0
"1955","2016-10-21","04:25:01 PM","008892007","008892106","P8998","008892007/008892106","P",0
"1956","2016-10-21","04:25:06 PM","008892007","008892106","P8998","008892007/008892106","P",0
"1957","2016-10-21","04:25:11 PM","008892007","008892106","P8998","008892007/008892106","P",0
"1958","2016-10-21","04:25:18 PM","008892007","008892106","P8998","008892007/008892106","P",0
"1959","2016-10-21","04:25:38 PM","008812005","008841202","P8444","008812005/008841202","P",2
"1960","2016-10-21","04:25:56 PM","008892007","008891009","IC1537","008892007/008891009","IC",2
"1961","2016-10-21","04:28:18 PM","008813003","008812005","IC1514","008813003/008812005","IC",1
"1962","2016-10-21","04:28:24 PM","008812005","008833001","IC1514","008812005/008833001","IC",2
"1963","2016-10-21","04:28:31 PM","008833001","008833308","IC1514","008833001/008833308","IC",0
"1964","2016-10-21","04:40:05 PM","008896149","008896008","IC715","008896149/008896008","IC",2
"1965","2016-10-21","04:44:02 PM","008833001","008833274","P8363","008833001/008833274","P",2
"1966","2016-10-21","05:02:27 PM","008894508","008821121","IC737","008894508/008821121","IC",0
"1967","2016-10-21","05:12:53 PM","008812005","008822004","IC4516","008812005/008822004","IC",0
"1968","2016-10-21","05:17:43 PM","008893401","008893013","L588","008893401/008893013","L",0
"1969","2016-10-21","05:23:28 PM","008833001","008833209","IC2616","008833001/008833209","IC",2
